Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"A Phase III Trial to Compare the Safety and Efficacy of Lapatinib Plus Trastuzumab Plus an Aromatase Inhibitor (AI) vs. Trastuzumab Plus an AI vs. Lapatinib Plus an AI as 1st- or 2nd- Line Therapy in Postmenopausal Subjects With Hormone Receptor+, HER2-positive Metastatic Breast Cancer (MBC) Who Received Prior Trastuzumab and Endocrine Therapies",III,Completed,"GlaxoSmithKline
Novartis",Oncology: Breast,Estrogen receptor positive; First line; HER2 positive; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,"Argentina; Australia; Belgium; Brazil; Bulgaria; Canada; China; Colombia; Croatia; Denmark; Finland; France; Germany; Greece; Hong Kong, S.A.R., China; Hungary; India; Ireland; Israel; Italy; Japan; Lithuania; Mexico; Norway; Peru; Philippines; Poland; Portugal; Puerto Rico; Romania; Russia; Serbia; Singapore; South Africa; South Korea; Spain; Taiwan, China; Turkey; Ukraine; United Kingdom; United States"
Molecular Triaging of Newly Diagnosed Breast Cancer for Preoperative Therapies,III,Terminated,"MD Anderson Cancer Center, University of Texas",Oncology: Breast,Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms,United States
Olanzapine versus Aprepitant for the Prevention of Chemotherapy-Induced Nausea and Vomiting (CINV): A Randomized Phase III Trial.,III,Completed,(Other Hospital/Academic/Medical Center),"Oncology: Bladder; Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Hodgkin's; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Supportive Care",(N/A); Aggressive; Classical; Emesis; First line; Indolent; Nodular lymphocyte-predominant,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Hodgkin Disease; Hodgkin Lymphoma; Lymphoma, Large-Cell, Anaplastic; Lymphoma, Non-Hodgkin; Palliative Care; Urethral Neoplasms; Urinary Bladder Neoplasms; Vomiting",United States
Investigation of Pathways Regulating Early Antiangiogenic Response to Bevacizumab Given Prior to Neoadjuvant Breast Cancer Chemotherapy.,II,Completed,Roche/Genentech,Oncology: Breast,Neoadjuvant; Stage III,Breast Neoplasms,United Kingdom; United States
A Pilot Study of Vorinostat to Restore Sensitivity to Aromatase Inhibitor Therapy,II,Completed,"National Institutes of Health/National Cancer Institute
University of Washington",Oncology: Breast,Estrogen receptor positive; Second line; Stage IV,"Breast Neoplasms; Breast Neoplasms, Male",United States
"A Phase II, Randomised, Double-blind, Placebo-controlled, Multi-centre Study to Assess the Efficacy and Safety of AZD8931 In Combination With Anastrozole, Compared to Anastrozole Alone, in Post Menopausal Women With Hormone Receptor Positive, Endocrine Therapy Naive, Locally Advanced or Metastatic Breast Cancer (MINT).",II,Terminated,AstraZeneca,Oncology: Breast,Estrogen receptor positive; First line; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms; Neoplasms,"Brazil; Canada; Colombia; Czech Republic; Finland; Hungary; India; Japan; Malaysia; Mexico; Netherlands; Peru; Philippines; Poland; Portugal; Russia; South Africa; South Korea; Taiwan, China; Thailand; Ukraine; United Kingdom; United States"
A Randomized Double-Blind Phase II Trial of Exemestane + or - MM-121 in Postmenopausal Women With Locally Advanced or Metastatic Estrogen Receptor Positive (ER+) and/or Progesterone Receptor Positive (PR+) Her2 Negative Breast Cancer,II,Completed,Merrimack Pharmaceuticals,Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,Canada; Germany; Russia; Spain; United States
"A Phase II Study of RO4929097 (IND 109291) in Advanced, Metastatic, or Recurrent Triple Negative Invasive Breast Carcinoma",II,Terminated,National Institutes of Health/National Cancer Institute,Oncology: Breast,First line; HER2 negative; Second line; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Breast Neoplasms, Male; Triple Negative Breast Neoplasms",Canada; United States
A Phase II Study of Anti-CD3 x Anti-HER2/Neu (Her2Bi) Armed Activated T Cells (ATC) After Neoadjuvant Chemo in Patients With HER2/Neu (0-2+)-Negative Stage II-III Breast Cancers,II,Terminated,"Barbara Ann Karmanos Cancer Institute
National Institutes of Health/National Cancer Institute",Oncology: Breast,HER2 negative; Neoadjuvant; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,United States
Compassionate Use of Eribulin for the Treatment of Advanced Breast Cancer Refractory to All Other Marketed Therapies,II,Completed,Eisai,Oncology: Breast,HER2 positive; Second line; Stage III; Stage IV,Breast Neoplasms,United States
"A Phase III Multicenter, Randomized, Double-blind, Double-dummy, Active-controlled, Parallel Group Study of the Efficacy and Safety of Oral Netupitant Administered in Combination With Palonosetron and Dexamethasone Compared to Oral Palonosetron and Dexamethasone for the Prevention of Nausea and Vomiting in Cancer Patients Receiving Moderately Emetogenic Chemotherapy",III,Completed,Helsinn Healthcare,Oncology: Breast; Oncology: Supportive Care,(N/A); Emesis; First line,Breast Neoplasms; Nausea; Palliative Care; Vomiting,Argentina; Belarus; Brazil; Bulgaria; Croatia; Germany; Hungary; India; Italy; Mexico; Poland; Romania; Russia; Switzerland; Ukraine; United States
A Randomized Phase II Study of Fulvestrant vs. Fulvestrant in Combination With Bortezomib in Women With ER Positive Metastatic Breast Cancer,II,Completed,National Institutes of Health/National Cancer Institute,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms,United States
"Open Label Expanded Access for Investigational Use of PV-10 in Patients Who Are Not Eligible for an Existing PV-10 Clinical Trial, for Whom There is no Alternative Therapy, and Whom May Benefit From PV-10 Administration",II,Completed,Provectus Biopharmaceuticals,"Oncology: Breast; Oncology: Head/Neck; Oncology: Melanoma; Oncology: Osteosarcoma; Oncology: Renal; Oncology: Skin, Basal Cell Carcinoma",First line; Metastatic; Second line; Stage IV,"Breast Neoplasms; Carcinoma, Basal Cell; Carcinoma, Renal Cell; Ewing Sarcoma; Head and Neck Neoplasms; Kidney Neoplasms; Melanoma; Neoplasms, Basal Cell; Osteosarcoma; Renal Cancer; Unspecified; Wilms Tumor",Australia; United States
"A Phase II, Randomized, Open-label Study of Lapatinib Plus Chemotherapy Versus Trastuzumab Plus Chemotherapy as First-line Treatment for Women With HER2-positive and p95HER2-positive Metastatic Breast Cancer",II,Terminated,GlaxoSmithKline,Oncology: Breast,First line; HER2 positive; Stage IV,Breast Neoplasms,Peru; Russia; United States
A Biomarker Study of Mifepristone in Early Stage Breast Cancer,II,Terminated,University of California San Diego,Oncology: Breast,Neoadjuvant; Stage 0; Stage I; Stage II,"Breast Neoplasms; Carcinoma in Situ; Carcinoma, Ductal; Carcinoma, Intraductal, Noninfiltrating",United States
Prospective evaluation of megestrol acetate after aromatase inhibitor failure in advanced endocrine responsive breast cancer.,II,Completed,(Other Hospital/Academic/Medical Center),Oncology: Breast,First line; Second line; Stage IV,Breast Neoplasms,Belgium; Brazil; United States
"Phase II Study of Combined Docetaxel, Epirubicin, and Cyclophosphamide as a Neoadjuvant Chemotherapy Regimen in Patients with Locally Advanced Breast Cancer in a Single Institution.",II,Completed,Medical College of Wisconsin Cancer Center,Oncology: Breast,Adjuvant; HER2 positive; Neoadjuvant; Stage III,Breast Neoplasms,United States
The Effect of Aspirin Therapy on Circulating Vascular Endothelial Growth Factor (VEGF) Levels in Tamoxifen-Treated Women.,Other,Completed,(Other Hospital/Academic/Medical Center),Oncology: Breast,Line of therapy N/A; Stage 0; Stage I; Stage II; Stage III; Stage IV,Breast Neoplasms,United States
"An Open-Label, Expanded Access Protocol of Iniparib in Combination With Gemcitabine/Carboplatin in Patients With ER-, PR-, and HER2-Negative Metastatic Breast Cancer",III,Completed,Sanofi {Sanofi-Aventis/BiPar},Oncology: Breast,First line; HER2 negative; Second line; Stage IV; Triple receptor negative,Breast Neoplasms,United States
"A Multicenter, Open-label, Randomized Trial to Evaluate the Anti-cancer Effects of Zoledronic Acid and Circulating Tumor Cell Measurements in Patients With HER2-negative Metastatic Breast Cancer Without Bone Metastasis",IV,Completed,Novartis,Oncology: Breast,First line; HER2 negative; Second line; Stage IV,"Bone Marrow Diseases; Bone Neoplasms; Breast Neoplasms; Neoplasm Metastasis; Neoplastic Cells, Circulating",United States
Phase II Trial of RAD001 Plus Carboplatin in Patients With Triple-Negative Metastatic Breast Cancer,II,Completed,"Novartis
New York University",Oncology: Breast,First line; Fourth line or greater; HER2 negative; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,United States
"Neoadjuvant therapy for stage II-III breast cancer with weekly nab-paclitaxel, every-three-week carboplatin, and targeted agents: Interim dose delivery and toxicity data.",II,Completed,Bristol-Myers Squibb/Celgene {Abraxis BioScience {American BioScience/American Pharmaceutical Partners}},Oncology: Breast,Neoadjuvant; Stage II; Stage III,Breast Neoplasms,United States
"LUX-Breast 1; An Open Label, Randomised Phase III Trial of BIBW 2992 and Vinorelbine Versus Trastuzumab and Vinorelbine in Patients With Metastatic HER2-overexpressing Breast Cancer Failing One Prior Trastuzumab Treatment",III,Terminated,Boehringer Ingelheim,Oncology: Breast,Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms,"Argentina; Australia; Austria; Belarus; Belgium; Brazil; Canada; Chile; China; Colombia; Czech Republic; Egypt; Finland; France; Germany; India; Iraq; Ireland; Israel; Italy; Japan; Jordan; Latvia; Lebanon; Lithuania; Mexico; Netherlands; Norway; Peru; Poland; Portugal; Russia; Saudi Arabia; Singapore; Slovakia; Slovenia; South Africa; South Korea; Spain; Sri Lanka; Sweden; Taiwan, China; Turkey; United Arab Emirates; United Kingdom; United States"
A Phase II Prospective Trial Correlating Progression Free Survival With CYP2D6 Activity in Patients With Metastatic Breast Cancer Treated With Single Agent Tamoxifen,II,Completed,"National Institutes of Health/National Cancer Institute
ECOG-ACRIN Cancer Research Group",Oncology: Breast,Estrogen receptor positive; First line; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,Canada; Peru; United States
"An Expanded Access, Open-Label Study of Trastuzumab-MCC-DM1 Administered Intravenously to Patients With HER2- Positive Locally Advanced or Metastatic Breast Cancer",II,Completed,Roche/Genentech,Oncology: Breast,First line; Fourth line or greater; HER2 positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
GCC 0845: Pilot and Phase II- Vorinostat and Lapatinib in Patients With Advanced Solid Tumor Malignancies and Women With Recurrent Local-Regional or Metastatic Breast Cancer to Evaluate Response and Biomarkers of EMT and Breast Cancer Stem Cells,II,Terminated,University of Maryland Greenebaum Cancer Center,"Oncology: Breast; Oncology: Lung, Non-Small Cell; Oncology: Thyroid",Fourth line or greater; HER2 negative; HER2 positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Neoplasm Metastasis; Thyroid Neoplasms",United States
Phase II Study of Pralatrexate in Female Patients With Previously-treated Advanced or Metastatic Breast Cancer,II,Completed,"Spectrum Pharmaceuticals {Allos Therapeutics}
Mundipharma International",Oncology: Breast,HER2 negative; Second line; Stage III; Stage IV,Breast Neoplasms,Czech Republic; France; Hungary; United States
"Assessing Response to Neoadjuvant Chemotherapy With Dedicated Breast High Definition PET/CT, Serum Glycomic Markers and Tissue Muc-1 Isoforms",Other,Completed,University of California Davis,Oncology: Breast,Neoadjuvant; Stage II; Stage III,Breast Neoplasms,United States
A Randomized Trial of Oal melatonin supplementation in breast cancer survivors.,II,Completed,(Other Hospital/Academic/Medical Center),Oncology: Breast,Line of therapy N/A; Stage 0; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Phase II Study of Adjuvant Therapy Using a Regimen of Cyclophosphamide, Paclitaxel With or Without Trastuzumab in Stage I-II Breast Cancer Patients",II,Completed,"National Institutes of Health/National Cancer Institute
UNMC Eppley Cancer Center at the University of Nebraska Medical Center",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; HER2 positive; Maintenance/Consolidation; Progesterone receptor positive; Stage I; Stage II; Triple receptor negative,Breast Neoplasms,United States
"Lymphodepleting Chemotherapy and T-Cell Suppression Followed By Allogeneic Natural Killer Cells and IL-2 in Patients With Recurrent Ovarian, Fallopian Tube, Primary Peritoneal Cancer and Advanced Metastatic Breast Cancer (MT2009-30)",II,Terminated,University of Minnesota,Oncology: Breast; Oncology: Fallopian Tube; Oncology: Ovarian; Oncology: Primary Peritoneal,Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Second line; Stage IV,Breast Neoplasms; Fallopian Tube Neoplasms; Ovarian Cancer; Ovarian Neoplasms; Peritoneal Neoplasms,United States
Randomized Open-Label Neo-Adjuvant Phase II Study Comparing Ixabepilone (I) Vs. Ixabepilone Plus Cetuximab (IC) in Triple Negative Breast Cancer Patients,II,Completed,"Bristol-Myers Squibb
(Other Hospital/Academic/Medical Center)",Oncology: Breast,HER2 negative; Neoadjuvant; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
Pilot Biomarker Study of the Integrin AlphavBeta3 Antagonist Cilengitide (EMD121974) in Combination With Sunitinib,Other,Terminated,National Institutes of Health/National Cancer Institute,"Oncology: Breast; Oncology: CNS, Glioblastoma",Second line; Stage III; Stage IV,Brain Neoplasms; Breast Neoplasms; Glioblastoma; Gliosarcoma; Neoplasms,United States
"A Multicenter, Open-Label, Phase II Study of LEP-ETU for Efficacy and Safety in Patients With Metastatic Breast Cancer",II,Completed,"Insys Therapeutics {NeoPharm, Inc.}",Oncology: Breast,First line; Stage IV,Breast Neoplasms,India; United States
A phase 2 study of a fixed combination of uracil and ftorafur and leucovorin given orally in a twice-daily regimen to treat patients with recurrent metastatic breast cancer.,II,Completed,(Other Hospital/Academic/Medical Center),Oncology: Breast,Second line; Stage IV,Breast Neoplasms,United States
Randomized Phase II Study of Two Doses of Pixantrone in Patients With Metastatic Breast Cancer,II,Terminated,"North Central Cancer Treatment Group (NCCTG)
National Institutes of Health/National Cancer Institute
Alliance for Clinical Trials in Oncology",Oncology: Breast,Estrogen receptor positive; Fourth line or greater; HER2 negative; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,Canada; United States
A Phase II Study of High Dose Estradiol in Metastatic Triple Negative Breast Cancer,II,Terminated,University of Wisconsin,Oncology: Breast,First line; Fourth line or greater; HER2 negative; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
A Phase II Open-label Study of STA-9090 for Patients With Metastatic Breast Cancer,II,Terminated,"Memorial Sloan-Kettering Cancer Center
Madrigal Pharmaceuticals {Synta Pharmaceuticals}",Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,United States
"A Phase II, Randomized, Multicenter Study of CDX-011 (CR011-vcMMAE) in Patients With Advanced GPNMB-expressing Breast Cancer",II,Completed,Celldex Therapeutics {CuraGen},Oncology: Breast,HER2 negative; HER2 positive; Second line; Stage III; Stage IV; Triple receptor negative,Breast Neoplasms,United States
"A Phase II, Open Label, Non Randomised, Non Comparative, Multicentre Study to Assess the Efficacy and Safety of Olaparib Given Orally Twice Daily in Patients With Advanced Cancers Who Have a Confirmed Genetic BRCA 1 and/or BRCA2 Mutation.",II,Completed,AstraZeneca,"Oncology: Bladder; Oncology: Breast; Oncology: Colorectal; Oncology: Esophageal; Oncology: Fallopian Tube; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lung, Small Cell; Oncology: Neuroendocrine; Oncology: Ovarian; Oncology: Pancreas; Oncology: Primary Peritoneal; Oncology: Prostate",(N/A); BRCA; Fourth line or greater; HER2 positive; Hormone refractory; Pulmonary; Second line; Stage II; Stage III; Stage IV; Third line,"Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Small Cell; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fallopian Tube Neoplasms; Liver Cancer; Liver Neoplasms; Neuroendocrine Tumors; Ovarian Cancer; Ovarian Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Small Cell Lung Carcinoma; Unspecified; Urethral Neoplasms; Urinary Bladder Neoplasms",Australia; Germany; Israel; Spain; Sweden; United States
