Trial Title,Trial Phase,Trial Status,Sponsor,Disease,Patient Segment,MeSH Term,Countries
"A Phase II Study to Evaluate the Efficacy and Safety of an Adjuvant Therapeutic Cancer Vaccine (AST-301, pNGVL3-hICD) in Patients With HER2 Low Breast Cancer (Cornerstone-001)",II,Open,Aston Sci.,Oncology: Breast,Adjuvant; HER2 positive; Stage I; Stage II; Stage III,Breast Neoplasms,"Australia; Taiwan, China; United States"
A Randomized Phase II Trial of Adjuvant Trastuzumab Emtansine (T-DM1) Followed by Subcutaneous Trastuzumab Versus Paclitaxel in Combination With Subcutaneous Trastuzumab for Stage I HER2-positive Breast Cancer (ATEMPT 2.0),II,Open,"Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute;
Roche;Genentech;",Oncology: Breast,Adjuvant; First line; HER2 negative; HER2 positive; Stage I,Breast Neoplasms,United States
"A Randomized, Double-blind, Placebo-controlled, Phase III Study of Pembrolizumab Plus Chemotherapy Versus Placebo Plus Chemotherapy for the Treatment of Chemotherapy-Candidate Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative (HR+/HER2-) Locally Recurrent Inoperable or Metastatic Breast Cancer (KEYNOTE-B49)",III,Open,Merck & Co./Merck Sharp & Dohme (MSD),Oncology: Breast,Estrogen receptor positive; HER2 negative; PD-1 Naive; PD-L1 Naive; PD-L1 Positive; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,Argentina; Australia; Austria; Brazil; Canada; Chile; China; France; Germany; Greece; Guatemala; Hungary; Ireland; Israel; Italy; Japan; Malaysia; Mexico; Netherlands; Philippines; Poland; Portugal; Russia; South Korea; Spain; Sweden; Turkey; United Kingdom; United States
BRE-04: Window of Opportunity Trial of Preoperative Low Dose Azacitidine in High-Risk Early Stage Breast Cancer.,II,Open,(Other Hospital/Academic/Medical Center);,Oncology: Breast,Estrogen receptor positive; HER2 negative; HER2 positive; Neoadjuvant; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,United States
"An Open Label, Phase II Trial of Pre-operative Neratinib and Endocrine Therapy With Trastuzumab in Triple Positive Breast Cancers Hoosier Cancer Research Network BRE17-141",II,Open,"University of Roche;ster
Puma Biotechnology",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 positive; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Phase Ib/III Randomised Study of Capivasertib Plus Palbociclib and Fulvestrant Versus Placebo Plus Palbociclib and Fulvestrant in Hormone Receptor-Positive and Human Epidermal Growth Factor Receptor 2-Negative Locally Advanced, Unresectable or Metastatic Breast Cancer",III,Open,AstraZeneca;,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV,Breast Neoplasms,Australia; Belgium; Canada; China; Denmark; France; India; Japan; Poland; Spain; Sweden; Thailand; United States
"A Phase III Clinical Trial Evaluating De-Escalation of Breast Radiation for Conservative Treatment of Stage I, Hormone Sensitive, HER-2 Negative, Oncotype Recurrence Score Less Than or Equal to 18 Breast Cancer",III,Open,"National Institutes of Health/National Cancer Institute;
NRG Oncology",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Stage I,Breast Neoplasms; Recurrence,Canada; Lebanon; United States
"A Phase II Circulating Tumor DNA Enriched, Genomically Directed Post-neoadjuvant Trial for Patients With Residual Triple Negative Breast Cancer (PERSEVERE)",II,Open,"Pfizer;
Indiana University Cancer Center
(Other Hospital/Academic/Medical Center);
Roche;Genentech;
Roche;/Foundation Medicine
Epic Sciences",Oncology: Breast,Adjuvant; HER2 negative; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
Precision Performance Status Assessment in Breast Cancer Patients Receiving Neoadjuvant Chemotherapy,Other,Open,MD Anderson Cancer Center University of Texas;,Oncology: Breast,HER2 negative; Neoadjuvant; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
A Phase II Trial of Avelumab or Hydroxychloroquine With or Without Palbociclib to Eliminate Dormant Breast Cancer (PALAVY),II,Open,"(Other Cooperative Group);
Pfizer;
Johns Hopkins University
Abramson Cancer Center at University of Pennsylvania Medical Center;;
Breast Cancer Research Foundation",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Stage II; Stage III,Breast Neoplasms,United States
"A Phase II Study of NirAparib, Dostarlimab and Radiotherapy in Metastatic, PD-L1 Negative or Immunotherapy-Refractory Triple-Negative Breast Cancer (NADiR)",II,Open,"Johns Hopkins University
Duke University Medical Center
University of Pennsylvania
Massachusetts General Hospital
(Other Hospital/Academic/Medical Center);",Oncology: Breast,Estrogen receptor positive; HER2 negative; PD-1 Refractory; PD-L1 Refractory; Progesterone receptor positive; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Phase III, Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Evaluate the Efficacy and Safety of Adjuvant Atezolizumab or Placebo and Trastuzumab Emtansine for Her2-Positive Breast Cancer at High Risk of Recurrence Following Preoperative Therapy",III,Open,Roche; {F. Hoffmann-La Roche;},Oncology: Breast,Adjuvant; HER2 positive; PD-L1 Positive; Stage I; Stage II; Stage III,Breast Neoplasms; Recurrence,"Australia; Austria; Belgium; Brazil; Bulgaria; China; Czech Republic; Denmark; France; Germany; Greece; Hong Kong, S.A.R., China; Hungary; India; Italy; Kenya; Mexico; New Zealand; Poland; Portugal; Romania; Russia; Singapore; South Korea; Spain; Taiwan, China; Thailand; Turkey; Uganda; Ukraine; United Kingdom; United States"
Phase II Study of Avapritinib in Patients With CKIT or PDGFRA Mutation-Positive Malignant Solid Tumors,II,Open,"MD Anderson Cancer Center University of Texas;
National Institutes of Health/National Cancer Institute;","Oncology: Breast; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Esophageal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Soft Tissue Sarcoma; Oncology: Unspecified Solid Tumor",Second line; Stage III; Stage IV,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Central Nervous System Neoplasms; Colorectal Neoplasms; Esophageal Cancer; Esophageal Neoplasms; Fibrosarcoma; Glioblastoma; Leiomyosarcoma; Liposarcoma; Lung Neoplasms; Melanoma; Neoplasms; Neoplasms, Unknown Primary; Nervous System Neoplasms; Rhabdomyosarcoma; Sarcoma; Soft Tissue Neoplasms; Soft Tissue Sarcoma; Stomach Carcinoma; Stomach Neoplasms; Synovial Sarcoma",United States
Phase II Trial of Circulating Tumor DNA Monitoring During Adjuvant Capecitabine in Patients With Triple-negative Breast Cancer and Residual Disease Following Standard Neoadjuvant Chemotherapy,II,Open,Stanford University Medical Center,Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Second line; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
"A Phase II, Single Arm, Non-randomized Study of Alpelisib (BYL719) in Combination With Continued Endocrine Therapy Following Progression on Endocrine Therapy in Hormone Receptor Positive, HER2 Negative, PIK3CA Mutant Metastatic Breast Cancer",II,Open,"Novartis;
University of Wisconsin",Oncology: Breast,Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,United States
A Phase II Clinical Trial of Talazoparib Monotherapy for PALB2 Mutation Associated Advanced Breast Cancer,II,Open,"Pfizer;
(Other Hospital/Academic/Medical Center);",Oncology: Breast,First line; Fourth line or greater; HER2 negative; Second line; Stage IV; Third line,Breast Neoplasms,United States
"A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase III Study of the Efficacy and Safety of Trastuzumab Emtansine in Combination With Atezolizumab or Placebo in Patients With HER2-Positive and PD-L1-Positive Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Trastuzumab- (+/- Pertuzumab) and Taxane-Based Therapy (KATE3).",III,Open,Roche; {F. Hoffmann-La Roche;},Oncology: Breast,HER2 positive; PD-L1 Positive; Second line; Stage III; Stage IV; Third line,Breast Neoplasms,Australia; Brazil; Canada; China; Colombia; Croatia; Egypt; Finland; France; Germany; Greece; Hungary; Italy; Mexico; Norway; Philippines; Poland; Portugal; Russia; Slovenia; South Korea; Spain; Turkey; United Kingdom; United States
"SERENA-4: A Randomised, Multicentre, Double-Blind, Phase III Study of AZD9833 (an Oral SERD) Plus Palbociclib Versus Anastrozole Plus Palbociclib for the Treatment of Patients With Estrogen Receptor-Positive, HER2-Negative Advanced Breast Cancer Who Have Not Received Any Systemic Treatment for Advanced Disease.",III,Open,AstraZeneca;,Oncology: Breast,Estrogen receptor positive; First line; HER2 negative; Stage III; Stage IV,Breast Neoplasms,"Austria; Belgium; Bulgaria; Canada; Chile; China; Czech Republic; Finland; France; Germany; Hungary; India; Italy; Japan; Malaysia; Mexico; Norway; Poland; Portugal; Russia; Slovakia; South Korea; Spain; Switzerland; Taiwan, China; Turkey; United Kingdom; United States"
Expasnion Study of ARV-471 in ER+/HER2- Metastatic Breast Cancer,II,Planned,Arvinas;,Oncology: Breast,Estrogen receptor positive; HER2 negative; Second line; Stage IV; Third line,Breast Neoplasms,United States
A Phase II Study of U3-1402 in Patients With Metastatic Breast Cancer,II,Open,Daiichi Sankyo,Oncology: Breast,BRCA; Estrogen receptor positive; Fourth line or greater; HER2 negative; Progesterone receptor positive; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms,United States
"Phase III Study of Trastuzumab Deruxtecan (T-DXd) With or Without Pertuzumab Versus Taxane, Trastuzumab and Pertuzumab in HER2-positive, First-line Metastatic Breast Cancer (DESTINY-Breast09)",III,Open,"AstraZeneca;
Baxter International
Daiichi Sankyo",Oncology: Breast,Estrogen receptor positive; First line; HER2 positive; Progesterone receptor positive; Stage III; Stage IV,Breast Neoplasms,"Argentina; Australia; Austria; Belgium; Brazil; Canada; China; Denmark; France; Germany; Hungary; India; Israel; Italy; Japan; Mexico; Peru; Philippines; Romania; Russia; Saudi Arabia; South Africa; South Korea; Spain; Sweden; Taiwan, China; Turkey; United Kingdom; United States"
Phase II Study of Pembrolizumab and Ablative Radiotherapy With or Without Olaparib in Metastatic Triple-Negative or Hormone-Receptor Positive/Her2 Negative Breast Cancers : Initial Test Cohorts of a Platform Trial to Sequentially Investigate Immunotherapy Combinations for the Augmentation of Immune Responses,II,Open,Memorial Sloan-Kettering Cancer Center,Oncology: Breast,HER2 negative; PD-1 Refractory; PD-L1 Refractory; Second line; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms,United States
Impact of Vitamin D Supplementation on the Rate of Pathologic Complete Response in Vitamin D Deficient Patients Receiving Neoadjuvant Chemotherapy for Operable Triple Negative Breast Cancer,II,Open,"National Institutes of Health/National Cancer Institute;
(Other Hospital/Academic/Medical Center);",Oncology: Breast,(N/A); HER2 negative; Neoadjuvant; Triple receptor negative,Breast Neoplasms; Triple Negative Breast Neoplasms; Vitamin D Deficiency,United States
"Open-label, Multi-cohort, Phase II Trial, Evaluating the Efficacy and Safety of Tusamitamab Ravtansine (SAR408701) Monotherapy and in Combination in Patients With CEACAM5-positive Advanced Solid Tumors",II,Open,Sanofi;,Oncology: Breast; Oncology: Pancreas,Fourth line or greater; HER2 negative; Second line; Stage III; Stage IV; Third line; Triple receptor negative,Breast Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms,"Argentina; Chile; France; Hungary; Netherlands; Russia; South Korea; Spain; Taiwan, China; Turkey; United States"
A Phase II Trial of Sacituzumab Govitecan (IMMU-132) (NSC #820016) for Patients With HER2-Negative Breast Cancer and Brain Metastases,II,Open,"Southwest Oncology Group
National Institutes of Health/National Cancer Institute;
Gilead Sciences;/Immunomedics",Oncology: Breast; Oncology: Metastatic Cancer,CNS mets; Estrogen receptor positive; HER2 negative; Progesterone receptor positive; Second line; Stage IV; Triple receptor negative,Brain Neoplasms; Breast Neoplasms; Carcinoma; Central Nervous System Neoplasms; Neoplasm Metastasis; Neoplasms,United States
"ARGONAUT: Development and Analysis of a Blood and Stool Sample Bank for Cancer Patients, Enabling the Systematic Study of the Effect of Gut Microbiomes on Response to Treatment",IV,Open,"Johnson & Johnson/Janssen R&D {Johnson & Johnson/J&JPRD {Johnson & Johnson/Janssen-Cilag/Janssen Research Foundation}}
Persephone Biosciences","Oncology: Breast; Oncology: Colorectal; Oncology: Lung, Non-Small Cell; Oncology: Pancreas",First line; HER2 negative; Stage III; Stage IV; Triple receptor negative,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Pancreatic Cancer; Pancreatic Neoplasms; Triple Negative Breast Neoplasms",United States
Single Cell Immune and Non-immune Correlates of Response to Neoadjuvant Abemaciclib and Letrozole in Hormone Receptor Positive Breast Cancer,II,Open,"Eli Lilly
University of Texas Southwest Medical Center
(Other government agency)",Oncology: Breast,Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,United States
"A Phase III, Multicenter, Randomized, Open-Label, Active-Controlled Study of Trastuzumab Deruxtecan (T-DXd) Versus Trastuzumab Emtansine (T-DM1) in Participants With High-Risk HER2-Positive Primary Breast Cancer Who Have Residual Invasive Disease in Breast or Axillary Lymph Nodes Following Neoadjuvant Therapy (DESTINY-Breast05)",III,Open,"AstraZeneca;
National Surgical Adjuvant Breast and Bowel Project (NSABP)
Spanish Breast Cancer Research Group
Baxter International/Baxter Oncology {ASTA Medica Oncology}
German Breast Group
Daiichi Sankyo",Oncology: Breast,Adjuvant; Estrogen receptor positive; HER2 positive; Progesterone receptor positive; Stage I; Stage II; Stage III,Breast Neoplasms,"Argentina; Australia; Belgium; Brazil; Canada; Chile; China; Czech Republic; Denmark; France; Germany; Greece; Hong Kong, S.A.R., China; Ireland; Israel; Italy; Japan; Mexico; Netherlands; Peru; Poland; Portugal; Romania; Russia; Singapore; South Korea; Spain; Taiwan, China; Turkey; United Kingdom; United States"
"A Randomized, Multicenter, Placebo-controlled, Phase III Study to Evaluate the Efficacy and Safety of HER2/Neu Peptide GLSI-100 (GP2 + GM-CSF) in HER2/Neu Positive Subjects With Residual Disease or High-Risk PCR After Both Neoadjuvant and Postoperative Adjuvant Trastuzumab-based Therapy (FLAMINGO-01).",III,Open,Greenwich LifeSciences,Oncology: Breast,Adjuvant; HER2 positive; Neoadjuvant; Stage I; Stage II; Stage III,Breast Neoplasms; Unspecified,France; Germany; Spain; United States
Phase III Trial of Salvage Stereotactic Radiosurgery (SRS) or SRS + Hippocampal-Avoidant Whole Brain Radiotherapy (HA-WBRT) for First or Second Distant Brain Relapse After Upfront SRS With Brain Metastasis Velocity > or = 4 Brain Metastases/Year,III,Open,"National Institutes of Health/National Cancer Institute;
NRG Oncology","Oncology: Breast; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Metastatic Cancer; Oncology: Renal",CNS mets; Second line; Stage IV; Third line,"Brain Neoplasms; Breast Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Central Nervous System Neoplasms; Kidney Neoplasms; Lung Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms; Renal Cancer; Stomach Carcinoma; Stomach Neoplasms; Wilms Tumor",United States
A Phase II Study of Niraparib With Dostarlimab Therapy as Neoadjuvant Treatment for Patients With BRCA-mutated Breast Cancer,II,Open,"GlaxoSmithKline
Dana-Farber/Harvard Cancer Center at Dana Farber Cancer Institute;
Johns Hopkins University
Breast Cancer Research Foundation",Oncology: Breast,BRCA; Estrogen receptor positive; HER2 negative; Neoadjuvant; Progesterone receptor positive; Stage I; Stage II; Stage III; Triple receptor negative,Breast Neoplasms,United States
